"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"13089","1","102","72","0","2019","A","",55,10924,954068685,0,0,1680,87339,"",0.52,1.93,2.00,0.00,0.00,1.04,1.04,"",0,0.0,126,1.2,15300078,1.6,0,0.0,0,0.0,8,0.5,399,0.5
"13089","2","102","72","0","2019","A","",95,8079,335569242,949357,4114,799,41539,"",0.79,0.86,0.57,0.06,0.13,0.66,0.66,"",3,3.3,-1,0.0,8629476,2.6,37926,4.2,63,1.6,21,2.7,1074,2.7
"13089","3","102","72","0","2019","A","",210,24386,1222266654,2076830,4612,964,50123,"",0.72,0.84,0.80,0.05,0.03,0.95,0.95,"",2,1.0,127,0.5,69668450,6.0,24437,1.2,1446,45.7,50,5.5,2610,5.5
"13089","5","102","72","0","2019","A","",16216,235052,13874115326,2504736356,27911207,1135,59026,"",1.07,1.10,1.13,1.15,1.15,1.03,1.03,"",261,1.6,1656,0.7,563707103,4.2,69778398,2.9,-2663857,-8.7,38,3.5,1997,3.5
"13091","1","102","72","0","2019","A","",8,37,1807486,0,0,948,49295,"",4.13,0.39,0.40,0.00,0.00,1.04,1.04,"",1,14.3,0,0.0,41764,2.4,0,0.0,0,0.0,26,2.8,1357,2.8
"13091","2","102","72","0","2019","A","",24,635,23234938,1064365,6503,704,36600,"",10.96,4.07,4.20,5.09,16.79,1.03,1.03,"",-2,-7.7,-92,-12.7,-2667399,-10.3,-4114,-0.4,-3546,-35.3,19,2.8,991,2.8
"13091","3","102","72","0","2019","A","",9,1030,35040778,1866426,8650,654,34017,"",1.68,2.14,2.44,3.76,4.03,1.14,1.14,"",0,0.0,3,0.3,-497388,-1.4,19131,1.0,-3362,-28.0,-12,-1.8,-595,-1.7
"13091","5","102","72","0","2019","A","",251,2671,74117312,26580012,247904,534,27745,"",0.91,0.76,0.65,0.93,0.82,0.86,0.86,"",3,1.2,50,1.9,2657318,3.7,1717058,6.9,-8225,-3.2,10,1.9,481,1.8
"13093","1","102","72","0","2019","A","",8,56,3050077,0,0,1052,54710,"",7.22,0.80,0.87,0.00,0.00,1.08,1.08,"",1,14.3,0,0.0,-93672,-3.0,0,0.0,0,0.0,-21,-2.0,-1096,-2.0
"13093","2","102","72","0","2019","A","",9,245,8266380,0,0,649,33740,"",7.19,2.12,1.90,0.00,0.00,0.90,0.89,"",0,0.0,3,1.2,505266,6.5,-4836,-100.0,0,0.0,33,5.4,1724,5.4
"13093","3","102","72","0","2019","A","",15,452,16020525,518980,7291,681,35411,"",4.90,1.27,1.42,1.12,2.73,1.11,1.11,"",0,0.0,1,0.2,75564,0.5,105209,25.4,3978,120.1,1,0.1,76,0.2
"13093","5","102","72","0","2019","A","",127,1106,35274726,12082945,125814,613,31887,"",0.80,0.42,0.39,0.45,0.33,0.93,0.93,"",-3,-2.3,64,6.1,2385294,7.3,1064733,9.7,41454,49.1,6,1.0,328,1.0
"13095","1","102","72","0","2019","A","",23,2561,185363184,0,0,1392,72386,"",1.70,2.85,3.37,0.00,0.00,1.18,1.18,"",0,0.0,136,5.6,14180626,8.3,0,0.0,0,0.0,35,2.6,1807,2.6
"13095","2","102","72","0","2019","A","",33,1821,77347387,361121,3704,817,42487,"",2.17,1.22,1.14,0.17,0.82,0.93,0.93,"",3,10.0,-36,-1.9,-796584,-1.0,-14783,-3.9,-212,-5.4,8,1.0,416,1.0
"13095","3","102","72","0","2019","A","",44,4266,170582254,98227,39,769,39986,"",1.18,0.93,0.96,0.02,0.00,1.04,1.04,"",0,0.0,-4,-0.1,2844965,1.7,10019,11.4,3,8.3,14,1.9,706,1.8
"13095","5","102","72","0","2019","A","",1960,34029,1304681277,313627348,3897053,737,38340,"",1.02,1.01,0.93,1.07,1.11,0.92,0.92,"",-7,-0.4,162,0.5,26937869,2.1,-558252,-0.2,-212660,-5.2,11,1.5,612,1.6
"13097","1","102","72","0","2019","A","",8,211,11228812,0,0,1025,53301,"",0.50,0.25,0.23,0.00,0.00,0.92,0.92,"",1,14.3,19,9.9,216583,2.0,0,0.0,0,0.0,-79,-7.2,-4104,-7.1
"13097","2","102","72","0","2019","A","",23,381,11806631,0,0,595,30961,"",1.28,0.27,0.19,0.00,0.00,0.72,0.72,"",1,4.5,0,0.0,360220,3.1,0,0.0,0,0.0,18,3.1,944,3.1
"13097","3","102","72","0","2019","A","",44,5247,248845336,2097988,837,912,47424,"",1.00,1.20,1.56,0.35,0.03,1.30,1.30,"",0,0.0,87,1.7,10690501,4.5,73108,3.6,-3382,-80.2,24,2.7,1273,2.8
"13097","5","102","72","0","2019","A","",2219,33824,1275425978,372252761,4297566,725,37708,"",0.98,1.05,1.01,1.08,1.09,0.96,0.96,"",67,3.1,1289,4.0,87632751,7.4,23345588,6.7,-174053,-3.9,23,3.3,1200,3.3
"13099","1","102","72","0","2019","A","",9,35,1583822,0,0,883,45908,"",5.74,0.45,0.30,0.00,0.00,0.68,0.68,"",1,12.5,4,12.9,195849,14.1,0,0.0,0,0.0,24,2.8,1255,2.8
"13099","2","102","72","0","2019","A","",15,733,26519974,0,0,695,36159,"",8.47,5.63,4.06,0.00,0.00,0.72,0.72,"",0,0.0,-71,-8.8,-1704507,-6.0,0,0.0,0,0.0,20,3.0,1039,3.0
"13099","3","102","72","0","2019","A","",12,502,17889463,101208,1521,685,35613,"",2.77,1.25,1.05,0.23,0.66,0.84,0.84,"",0,0.0,-8,-1.6,959537,5.7,-12081,-10.7,-2110,-58.1,46,7.2,2406,7.2
"13099","5","102","72","0","2019","A","",187,2045,83047517,21856423,271317,781,40620,"",0.84,0.69,0.61,0.87,0.83,0.89,0.89,"",9,5.1,96,4.9,6783475,8.9,2242437,11.4,15600,6.1,28,3.7,1485,3.8
"13101","1","102","72","0","2019","A","",1,1,25315,0,0,487,25315,"",3.33,0.08,0.04,0.00,0.00,0.44,0.44,"",0,0.0,0,0.0,4573,22.0,0,0.0,0,0.0,-45,-8.5,-2341,-8.5
"13101","2","102","72","0","2019","A","N",5,0,0,0,0,0,0,"N",14.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13101","3","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",2.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13101","5","102","72","0","2019","A","",18,72,3284802,863850,7938,880,45781,"",0.42,0.16,0.19,0.16,0.43,1.18,1.18,"",-3,-14.3,8,12.5,826616,33.6,128520,17.5,-1636,-17.1,138,18.6,7221,18.7
"13103","1","102","72","0","2019","A","",8,72,3677277,0,0,984,51192,"",1.66,0.36,0.30,0.00,0.00,0.84,0.84,"",1,14.3,3,4.3,186716,5.3,0,0.0,0,0.0,5,0.5,297,0.6
"13103","2","102","72","0","2019","A","",14,92,3660014,37313,978,764,39711,"",2.58,0.27,0.24,0.07,0.85,0.87,0.87,"",-1,-6.7,1,1.1,27423,0.8,-638,-1.7,-16,-1.6,-4,-0.5,-208,-0.5
"13103","3","102","72","0","2019","A","",25,2941,123818218,9667906,29564,810,42107,"",1.88,2.85,3.12,7.59,4.64,1.10,1.10,"",0,0.0,106,3.7,6639836,5.7,466596,5.1,-15731,-34.7,15,1.9,771,1.9
"13103","5","102","72","0","2019","A","",608,5267,189539580,56053895,606909,692,35984,"",0.89,0.69,0.60,0.77,0.68,0.87,0.87,"",30,5.2,466,9.7,12412188,7.0,3975151,7.6,59447,10.9,-17,-2.4,-909,-2.5
"13105","1","102","72","0","2019","A","",8,120,9389754,0,0,1503,78139,"",2.82,1.12,1.70,0.00,0.00,1.52,1.52,"",0,0.0,-3,-2.4,453000,5.1,0,0.0,0,0.0,102,7.3,5285,7.3
"13105","2","102","72","0","2019","A","",13,100,3596954,78213,2049,689,35850,"",4.06,0.56,0.53,0.26,3.22,0.93,0.93,"",-2,-13.3,-13,-11.5,-140655,-3.8,-7510,-8.8,-198,-8.8,50,7.8,2627,7.9
"13105","3","102","72","0","2019","A","",14,1040,36799140,2061804,15979,681,35401,"",1.79,1.90,2.07,2.92,4.53,1.09,1.09,"",0,0.0,4,0.4,1910189,5.5,198144,10.6,3627,29.4,33,5.1,1716,5.1
"13105","5","102","72","0","2019","A","",316,2442,79062612,26795759,289725,623,32375,"",0.78,0.60,0.56,0.66,0.58,0.92,0.92,"",8,2.6,-36,-1.5,2259321,2.9,538615,2.1,12008,4.3,27,4.5,1386,4.5
"13107","1","102","72","0","2019","A","",9,58,3142930,0,0,1039,54033,"",3.67,0.47,0.51,0.00,0.00,1.08,1.08,"",0,0.0,-2,-3.3,34757,1.1,0,0.0,0,0.0,47,4.7,2445,4.7
"13107","2","102","72","0","2019","A","",18,506,19335581,99463,1438,735,38200,"",6.50,2.48,2.54,0.35,2.41,1.03,1.02,"",-1,-5.3,0,0.0,458053,2.4,-6359,-6.0,6,0.4,17,2.4,880,2.4
"13107","3","102","72","0","2019","A","",25,1370,46327559,752853,8265,650,33814,"",3.69,2.17,2.34,1.13,2.50,1.08,1.08,"",0,0.0,41,3.1,2364679,5.4,249142,49.5,1713,26.1,14,2.2,738,2.2
"13107","5","102","72","0","2019","A","",295,2898,92234122,27878095,218282,612,31824,"",0.84,0.62,0.58,0.73,0.47,0.94,0.94,"",-2,-0.7,23,0.8,3452069,3.9,-54457,-0.2,-43708,-16.7,18,3.0,941,3.0
"13109","1","102","72","0","2019","A","",6,43,3237229,0,0,1439,74849,"",4.19,0.52,0.82,0.00,0.00,1.59,1.59,"",0,0.0,1,2.4,287413,9.7,0,0.0,0,0.0,72,5.3,3769,5.3
"13109","2","102","72","0","2019","A","",11,165,5260784,17826,137,613,31867,"",6.80,1.19,1.08,0.07,0.54,0.91,0.90,"",-1,-8.3,4,2.5,145691,2.8,-1107,-5.8,16,13.2,1,0.2,63,0.2
"13109","3","102","72","0","2019","A","",10,447,14669347,103290,362,631,32799,"",2.53,1.05,1.16,0.18,0.26,1.11,1.10,"",0,0.0,8,1.8,315448,2.2,-19262,-15.7,-326,-47.4,2,0.3,77,0.2
"13109","5","102","72","0","2019","A","",164,1657,47800487,14785888,114589,555,28851,"",0.80,0.53,0.47,0.44,0.58,0.90,0.90,"",6,3.8,60,3.8,1286503,2.8,494761,3.5,-6312,-5.2,-5,-0.9,-267,-0.9
"13111","1","102","72","0","2019","A","",7,56,2860894,0,0,988,51393,"",1.87,0.45,0.47,0.00,0.00,1.05,1.05,"",1,16.7,5,9.8,114853,4.2,0,0.0,0,0.0,-53,-5.1,-2716,-5.0
"13111","2","102","72","0","2019","A","",10,64,2870969,0,0,866,45035,"",2.37,0.31,0.38,0.00,0.00,1.23,1.23,"",-2,-16.7,-3,-4.5,-123993,-4.1,0,0.0,0,0.0,2,0.2,111,0.2
"13111","3","102","72","0","2019","A","",12,859,30533159,2977527,20016,684,35548,"",1.16,1.35,1.55,3.24,4.99,1.15,1.15,"",0,0.0,-1,-0.1,621904,2.1,-161253,-5.1,-5374,-21.2,15,2.2,751,2.2
"13111","5","102","72","0","2019","A","",512,4946,160305637,53986124,617130,623,32413,"",0.96,1.05,1.02,1.02,1.09,0.97,0.97,"",7,1.4,148,3.1,5717383,3.7,2185131,4.2,-22925,-3.6,3,0.5,193,0.6
"13113","1","102","72","0","2019","A","",13,528,59707982,0,0,2173,113012,"",0.61,0.61,1.04,0.00,0.00,1.70,1.70,"",1,8.3,16,3.1,1177830,2.0,0,0.0,0,0.0,-26,-1.2,-1361,-1.2
"13113","2","102","72","0","2019","A","",13,134,3920937,170372,477,564,29352,"",0.54,0.09,0.06,0.07,0.09,0.59,0.59,"",0,0.0,5,3.9,160249,4.3,-6931,-3.9,-232,-32.7,5,0.9,275,0.9
"13113","3","102","72","0","2019","A","",35,4540,212308472,2089813,20314,899,46760,"",0.59,1.03,1.15,0.36,0.72,1.12,1.12,"",0,0.0,8,0.2,8259064,4.0,81760,4.1,-1668,-7.6,33,3.8,1738,3.9
"13113","5","102","72","0","2019","A","",3091,32702,1310547948,334045269,3774115,771,40075,"",1.01,1.01,0.89,0.99,0.95,0.88,0.88,"",49,1.6,959,3.0,71302428,5.8,13571016,4.2,141333,3.9,20,2.7,1035,2.7
"13115","1","102","72","0","2019","A","",16,209,12961916,0,0,1195,62143,"",1.34,0.28,0.29,0.00,0.00,1.02,1.02,"",1,6.7,11,5.6,87971,0.7,0,0.0,0,0.0,-54,-4.3,-2795,-4.3
"13115","2","102","72","0","2019","A","",42,1448,55708094,367223,5278,740,38484,"",3.12,1.18,0.99,0.18,1.21,0.84,0.84,"",-1,-2.3,-25,-1.7,-156210,-0.3,-8310,-2.2,-31,-0.6,11,1.5,556,1.5
"13115","3","102","72","0","2019","A","",40,3860,159127777,1313211,16608,793,41223,"",1.21,1.02,1.09,0.27,0.69,1.07,1.07,"",-1,-2.4,-21,-0.5,-1653602,-1.0,-227212,-14.7,-1045,-5.9,-4,-0.5,-206,-0.5
"13115","5","102","72","0","2019","A","",1684,27120,1095405585,285519994,2751067,777,40392,"",0.99,0.97,0.94,1.01,0.81,0.97,0.97,"",42,2.6,591,2.2,46815677,4.5,8723946,3.2,-212277,-7.2,17,2.2,866,2.2
"13117","1","102","72","0","2019","A","",7,230,13685650,0,0,1143,59438,"",0.20,0.16,0.13,0.00,0.00,0.82,0.82,"",1,16.7,3,1.3,-415698,-2.9,0,0.0,0,0.0,-51,-4.3,-2637,-4.2
"13117","2","102","72","0","2019","A","",15,207,8202726,0,0,761,39563,"",0.37,0.09,0.06,0.00,0.00,0.73,0.73,"",-2,-11.8,-4,-1.9,161578,2.0,0,0.0,0,0.0,29,4.0,1498,3.9
"13117","3","102","72","0","2019","A","",47,7897,380284167,0,0,926,48157,"",0.48,1.06,1.12,0.00,0.00,1.06,1.05,"",0,0.0,309,4.1,34809448,10.1,0,0.0,0,0.0,50,5.7,2626,5.8
"13117","5","102","72","0","2019","A","",5035,54279,2647412857,595827335,6385205,938,48774,"",0.99,0.99,0.98,0.99,1.05,0.99,0.99,"",141,2.9,1653,3.1,159076570,6.4,26590341,4.7,-387655,-5.7,29,3.2,1490,3.2
"13119","1","102","72","0","2019","A","",6,48,2430045,0,0,974,50626,"",2.12,0.32,0.31,0.00,0.00,0.95,0.95,"",1,20.0,0,0.0,102299,4.4,0,0.0,0,0.0,35,3.7,1792,3.7
"13119","2","102","72","0","2019","A","",12,138,3961862,26095,683,554,28796,"",3.75,0.56,0.40,0.06,0.76,0.72,0.72,"",-1,-7.7,3,2.2,151883,4.0,2833,12.2,74,12.2,9,1.7,469,1.7
"13119","3","102","72","0","2019","A","",18,926,34313788,1061309,2510,712,37049,"",2.30,1.21,1.34,0.97,0.50,1.10,1.10,"",0,0.0,2,0.2,1316965,4.0,9786,0.9,-28,-1.1,25,3.6,1345,3.8
"13119","5","102","72","0","2019","A","",368,5095,176592826,59800708,604947,667,34662,"",0.91,0.91,0.87,0.95,0.86,0.96,0.96,"",15,4.2,52,1.0,4526601,2.6,1190369,2.0,-63087,-9.4,11,1.7,543,1.6
"13121","1","102","72","0","2019","A","",158,24290,2426413925,0,0,1921,99896,"",0.60,1.44,1.28,0.00,0.00,0.89,0.89,"",-2,-1.2,28,0.1,1321392,0.1,0,0.0,0,0.0,-1,-0.1,-59,-0.1
"13121","2","102","72","0","2019","A","",161,31087,2091567218,13039756,75663,1294,67282,"",0.54,1.11,0.89,0.24,0.63,0.80,0.80,"",4,2.5,3,0.0,65822909,3.2,82785,0.6,-7643,-9.2,41,3.3,2113,3.2
"13121","3","102","72","0","2019","A","",227,42926,2307368634,69064248,566627,1034,53752,"",0.31,0.50,0.38,0.53,0.85,0.76,0.76,"",-2,-0.9,-68,-0.2,104345813,4.7,4842498,7.5,-138203,-19.6,49,5.0,2512,4.9
"13121","5","102","72","0","2019","A","",41213,756912,60374356800,8935143094,117674023,1534,79764,"",1.10,1.19,1.25,1.20,1.26,1.05,1.04,"",1175,2.9,31032,4.3,5248728219,9.5,450621337,5.3,-5077677,-4.1,74,5.1,3821,5.0
"13123","1","102","72","0","2019","A","",6,85,4738637,0,0,1078,56079,"",1.69,0.66,0.79,0.00,0.00,1.20,1.20,"",1,20.0,1,1.2,25052,0.5,0,0.0,0,0.0,-6,-0.6,-315,-0.6
"13123","2","102","72","0","2019","A","",16,152,5143358,184833,2842,651,33838,"",3.98,0.71,0.69,0.53,4.88,0.97,0.97,"",0,0.0,3,2.0,14709,0.3,-2979,-1.6,-206,-6.8,-13,-2.0,-679,-2.0
"13123","3","102","72","0","2019","A","",18,1056,37113979,25193,665,676,35146,"",1.83,1.60,1.91,0.03,0.21,1.20,1.20,"",0,0.0,15,1.4,1939651,5.5,628,2.6,16,2.5,26,4.0,1349,4.0
"13123","5","102","72","0","2019","A","",456,3865,113952452,40601714,394547,567,29486,"",0.90,0.79,0.74,0.86,0.87,0.93,0.93,"",15,3.4,-4,-0.1,4672973,4.3,822923,2.1,-30021,-7.1,24,4.4,1239,4.4
"13125","1","102","72","0","2019","A","",3,2,88671,0,0,819,42562,"",12.72,0.26,0.29,0.00,0.00,1.06,1.06,"",1,50.0,0,0.0,11396,14.7,0,0.0,0,0.0,-120,-12.8,-6243,-12.8
"13125","2","102","72","0","2019","A","N",4,0,0,0,0,0,0,"N",15.03,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"13125","3","102","72","0","2019","A","N",5,0,0,0,0,0,0,"N",7.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13125","5","102","72","0","2019","A","",24,162,4151459,1607438,9322,494,25679,"",0.71,0.56,0.53,0.91,0.92,0.94,0.94,"",3,14.3,-4,-2.4,193910,4.9,-77726,-4.6,-3443,-27.0,35,7.6,1826,7.7
"13127","1","102","72","0","2019","A","",31,1927,193200188,0,0,1928,100242,"",1.98,2.66,4.20,0.00,0.00,1.58,1.58,"",-1,-3.1,61,3.3,4371358,2.3,0,0.0,0,0.0,-18,-0.9,-971,-1.0
"13127","2","102","72","0","2019","A","",33,1611,61778362,632964,8880,738,38352,"",1.86,1.34,1.09,0.34,2.49,0.81,0.81,"",0,0.0,10,0.6,1826077,3.0,12580,2.0,-98,-1.1,18,2.5,897,2.4
"13127","3","102","72","0","2019","A","",6,3584,154534372,338254,1919,829,43120,"",0.14,0.97,1.05,0.08,0.10,1.08,1.08,"",0,0.0,149,4.3,2920122,1.9,-5861,-1.7,-1120,-36.9,-20,-2.4,-1022,-2.3
"13127","5","102","72","0","2019","A","",2276,28250,1128851878,284490866,3148581,768,39960,"",1.02,1.04,0.96,1.13,1.13,0.92,0.93,"",3,0.1,-61,-0.2,30045943,2.7,809148,0.3,-148188,-4.5,22,2.9,1147,3.0
"13129","1","102","72","0","2019","A","",12,98,5299072,0,0,1041,54118,"",1.95,0.22,0.19,0.00,0.00,0.87,0.87,"",1,9.1,6,6.5,359158,7.3,0,0.0,0,0.0,9,0.9,472,0.9
"13129","2","102","72","0","2019","A","",14,471,17346288,0,0,708,36816,"",2.02,0.65,0.51,0.00,0.00,0.79,0.79,"",1,7.7,-24,-4.8,-233750,-1.3,0,0.0,0,0.0,25,3.7,1307,3.7
"13129","3","102","72","0","2019","A","",23,2093,89842246,403611,1585,826,42929,"",1.36,0.93,1.02,0.13,0.07,1.09,1.09,"",0,0.0,-13,-0.6,1716462,1.9,11379,2.9,-454,-22.3,21,2.6,1086,2.6
"13129","5","102","72","0","2019","A","",777,10950,378804695,113398386,1239649,665,34595,"",0.89,0.66,0.54,0.63,0.42,0.81,0.81,"",12,1.6,323,3.0,21907316,6.1,3575705,3.3,-132210,-9.6,19,2.9,1012,3.0
"13131","1","102","72","0","2019","A","",7,76,4654060,0,0,1178,61238,"",2.53,0.68,0.78,0.00,0.00,1.14,1.14,"",0,0.0,0,0.0,181016,4.0,0,0.0,0,0.0,39,3.4,1992,3.4
"13131","2","102","72","0","2019","A","",10,60,2008557,0,0,643,33430,"",3.20,0.32,0.27,0.00,0.00,0.84,0.84,"",-1,-9.1,-5,-7.7,-220917,-9.9,0,0.0,0,0.0,-15,-2.3,-782,-2.3
"13131","3","102","72","0","2019","A","",18,1082,40713678,109694,739,724,37643,"",2.36,1.90,2.12,0.16,0.25,1.12,1.12,"",0,0.0,10,0.9,1399279,3.6,11600,11.8,381,106.4,19,2.7,978,2.7
"13131","5","102","72","0","2019","A","",323,2822,99418721,29436276,219812,677,35225,"",0.82,0.67,0.65,0.75,0.54,0.96,0.97,"",7,2.2,6,0.2,2469986,2.5,362527,1.2,-21193,-8.8,15,2.3,791,2.3
"13133","1","102","72","0","2019","A","",6,48,2233788,0,0,887,46137,"",2.09,0.40,0.33,0.00,0.00,0.83,0.83,"",1,20.0,1,2.1,-88383,-3.8,0,0.0,0,0.0,-58,-6.1,-3009,-6.1
"13133","2","102","72","0","2019","A","",8,36,837805,0,0,454,23600,"",2.46,0.18,0.10,0.00,0.00,0.57,0.57,"",-1,-11.1,-2,-5.3,-145929,-14.8,0,0.0,0,0.0,-43,-8.7,-2231,-8.6
"13133","3","102","72","0","2019","A","",20,785,29682251,2249931,3792,727,37792,"",2.52,1.27,1.37,2.75,1.28,1.08,1.08,"",0,0.0,31,4.1,1767534,6.3,206377,10.1,-1131,-23.0,15,2.1,753,2.0
"13133","5","102","72","0","2019","A","",375,3921,146579114,40203148,401679,719,37385,"",0.91,0.86,0.85,0.85,0.96,0.98,0.98,"",7,1.9,88,2.3,5446009,3.9,1067373,2.7,-9927,-2.4,11,1.6,566,1.5
"13135","1","102","72","0","2019","A","",35,2483,166375271,0,0,1288,66997,"",0.23,0.37,0.32,0.00,0.00,0.86,0.86,"",1,2.9,-29,-1.2,-7715029,-4.4,0,0.0,0,0.0,-45,-3.4,-2302,-3.3
"13135","2","102","72","0","2019","A","",45,3437,151432910,69888,0,847,44064,"",0.26,0.31,0.23,0.00,0.00,0.76,0.76,"",1,2.3,-59,-1.7,-763275,-0.5,-798,-1.1,0,0.0,10,1.2,527,1.2
"13135","3","102","72","0","2019","A","",174,31394,1525112911,2573806,9268,934,48581,"",0.42,0.91,0.90,0.05,0.04,0.99,0.99,"",-1,-0.6,435,1.4,92040488,6.4,50059,2.0,-3799,-29.1,44,4.9,2291,4.9
"13135","5","102","72","0","2019","A","",22034,272820,14371853407,3095616472,37968910,1013,52679,"",1.02,1.07,1.07,1.07,1.13,1.00,1.00,"",740,3.5,5736,2.1,608504799,4.4,71185233,2.4,-1314056,-3.3,22,2.2,1147,2.2
"13137","1","102","72","0","2019","A","",11,98,5244567,0,0,1027,53380,"",2.08,0.36,0.36,0.00,0.00,0.98,0.98,"",1,10.0,5,5.4,35625,0.7,0,0.0,0,0.0,-50,-4.6,-2630,-4.7
"13137","2","102","72","0","2019","A","",20,635,23527624,156861,2935,713,37051,"",3.35,1.43,1.30,0.23,2.25,0.91,0.91,"",-1,-4.8,-13,-2.0,429891,1.9,-19988,-11.3,-346,-10.5,27,3.9,1393,3.9
"13137","3","102","72","0","2019","A","",26,2117,83751333,668907,1883,761,39564,"",1.78,1.54,1.78,0.42,0.26,1.16,1.16,"",0,0.0,6,0.3,3345256,4.2,17091,2.6,-3363,-64.1,28,3.8,1469,3.9
"13137","5","102","72","0","2019","A","",693,7010,236454829,66664592,683688,649,33733,"",0.92,0.69,0.63,0.73,0.67,0.91,0.91,"",34,5.2,-161,-2.2,3066963,1.3,-1624731,-2.4,-20423,-2.9,23,3.7,1188,3.7
"13139","1","102","72","0","2019","A","",23,444,31508596,0,0,1364,70952,"",0.84,0.27,0.27,0.00,0.00,1.02,1.02,"",1,4.5,-1,-0.2,-1095261,-3.4,0,0.0,0,0.0,-45,-3.2,-2301,-3.1
"13139","2","102","72","0","2019","A","",34,2423,101770081,937922,8809,808,42002,"",1.10,0.87,0.70,0.19,0.98,0.81,0.80,"",-1,-2.9,-56,-2.3,5849850,6.1,26877,3.0,2139,32.1,64,8.6,3308,8.5
"13139","3","102","72","0","2019","A","",63,7524,319273797,1130209,5580,816,42434,"",0.84,0.88,0.85,0.10,0.11,0.96,0.96,"",3,5.0,140,1.9,15337485,5.0,233122,26.0,315,6.0,24,3.0,1273,3.1
"13139","5","102","72","0","2019","A","",3734,53762,2714691419,545412694,5977265,971,50495,"",0.96,0.85,0.90,0.82,0.85,1.06,1.06,"",162,4.5,997,1.9,132027522,5.1,9566617,1.8,-212210,-3.4,30,3.2,1549,3.2
"13141","1","102","72","0","2019","A","",1,15,681423,0,0,888,46198,"",2.29,0.55,0.47,0.00,0.00,0.87,0.87,"",0,0.0,0,0.0,-6519,-0.9,0,0.0,0,0.0,30,3.5,1575,3.5
"13141","2","102","72","0","2019","A","",12,291,10346779,0,0,683,35525,"",24.37,6.41,5.77,0.00,0.00,0.90,0.90,"",2,20.0,-23,-7.3,-676692,-6.1,0,0.0,0,0.0,8,1.2,400,1.1
"13141","3","102","72","0","2019","A","",3,397,13169236,0,0,638,33200,"",2.49,2.84,2.82,0.00,0.00,1.00,1.00,"",0,0.0,-21,-5.0,325278,2.5,0,0.0,0,0.0,47,8.0,2442,7.9
"13141","5","102","72","0","2019","A","N",53,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,"N",-2,-3.6,0,0,0,0,0,0,0,0,0,0,0,0
"13143","1","102","72","0","2019","A","",6,48,2381829,0,0,951,49450,"",2.06,0.37,0.30,0.00,0.00,0.83,0.83,"",1,20.0,1,2.1,10014,0.4,0,0.0,0,0.0,-25,-2.6,-1284,-2.5
"13143","2","102","72","0","2019","A","",13,249,8487433,260312,6820,656,34120,"",3.95,1.15,0.88,0.74,10.83,0.77,0.77,"",0,0.0,-4,-1.6,105557,1.3,-14951,-5.4,-391,-5.4,20,3.1,1034,3.1
"13143","3","102","72","0","2019","A","",23,1255,49359823,374408,2960,756,39336,"",2.86,1.88,1.96,0.45,0.85,1.05,1.05,"",0,0.0,22,1.8,2889004,6.2,9373,2.6,1297,78.0,31,4.3,1642,4.4
"13143","5","102","72","0","2019","A","",351,3042,107830086,33330769,333986,682,35452,"",0.84,0.62,0.54,0.69,0.68,0.87,0.87,"",9,2.6,143,4.9,2983297,2.8,2307756,7.4,13198,4.1,-13,-1.9,-712,-2.0
"13145","1","102","72","0","2019","A","",9,58,3242162,0,0,1081,56222,"",3.36,0.56,0.68,0.00,0.00,1.21,1.21,"",0,0.0,1,1.8,4680,0.1,0,0.0,0,0.0,-21,-1.9,-1079,-1.9
"13145","2","102","72","0","2019","A","",7,69,1467704,0,0,412,21426,"",2.32,0.41,0.25,0.00,0.00,0.62,0.62,"",0,0.0,3,4.5,51884,3.7,0,0.0,0,0.0,-2,-0.5,-80,-0.4
"13145","3","102","72","0","2019","A","",18,1170,38826835,3223844,12894,638,33174,"",2.44,2.23,2.53,4.72,4.03,1.13,1.13,"",0,0.0,-35,-2.9,1158813,3.1,70465,2.2,281,2.2,37,6.2,1925,6.2
